Flight_ID,Airline,Source,Destination,Departure_Date,Departure_Time,Arrival_Time,Total_Stops,Distance_km,Travel_Class,Days_Before_Departure,Season,Weekday,Aircraft_Type,Booking_Channel,Passenger_Count,Price,Duration_minutes
FL177766,Emirates,Mumbai,Bangkok,2025-02-12,9:40 AM,14:12,0,3151.4,Economy,11.0,Winter,,Airbus A350,Mobile App,3,52830.53,272.4
FL179725,,Delhi,Bangalore,2025-12-27,4:50 PM,8:49 PM,1,1874.0,Economy,5.0,Winter,Saturday,Airbus A321,Travel Agent,2,16142.51,240.0
FL195649,British Airways,Bangkok,Dubai,2025-02-16,12:35 PM,19:46,0,5220.5,Economy,9.0,Winter,Sunday,Boeing 787 Dreamliner,Travel Agent,2,103630.35,432.0
FL144850,Vistara,New York,SYD,2025-06-21,23:25,22:20,1,16465.0,Economy,35.139630174406385,Monsoon,Saturday,Airbus A350,Mobile App,3,149893.86,1375.8
FL127192,British Airways,Sydney,New York Airport,2025-06-08,4:15 AM,1:31 AM,0,16199.7,Economy,36.0,Monsoon,Sunday,Boeing 777,Website,1,152021.63,1276.2
FL171869,GoFirst,Jaipur,Chennai Airport,2026-10-30,12:25 PM,4:32 PM,1,1704.6,Economy,5.0,Autumn,Friday,Airbus A321,Third-Party,6,7703.28,247.79999999999998
FL152534,British Airways,Dubai,Doha,2026-05-28,11:05 AM,12:05 PM,0,5190.14254668214,Business,43.0,Summer,Thursday,Airbus A320,Travel Agent,3,15000.0,60.6
FL184518,qatar airways,London,Bangkok,2025-03-26,12:15 PM,04:52,2,9901.8,Economy,30.0,Summer,Wednesday,Airbus A350,Website,3,109278.84,998.0
FL195025,Indigo,Ahmedabad,Mumbai Airport,2026-01-23,2:15 PM,3:20 PM,0,458.8,Premium Economy,2.0,Winter,Friday,ATR 72,Third-Party,1,7812.4,65.0
FL124074,British Airways,Dubai,,2026-01-21,12:20,4:56 PM,1,2147.9,Economy,38.0,Winter,Wednesday,Airbus A320,Travel Agent,2,19088.41,
FL148184,SpiceJet,Ahmedabad Airport,Delhi,2025-06-12,,07:38,1,785.4,Economy,48.0,Monsoon,Thursday,Airbus A320,Mobile App,2,2991.08,189.0
FL152106,Qatar Airways,New York Airport,Bangalore Airport,2025-01-18,22:25,5:08 PM,0,14216.6,Premium Economy,5.0,Winter,Saturday,Boeing 777,Website,2,200000.0,1124.0
FL118210,Lufthansa,Kolkata Airport,Doha,2026-02-06,6:25 AM,13:28,1,3814.0,Economy,5.0,Winter,Friday,Boeing 787 Dreamliner,Travel Agent,2,44597.06,424.0
FL131497,Vistara,Frankfurt,Ahmedabad,2025-11-03,12:00,10:54 PM,2,6466.2,Economy,8.0,Autumn,,Boeing 777,Mobile App,1,31868.12,655.0
FL135747,Qatar Airways,Frankfurt,Delhi Airport,2025-12-13,2:30 AM,12:59 PM,1,6439.9,Economy,1.0,Winter,Saturday,Boeing 787 Dreamliner,,2,121459.43,630.0
FL118044,Singapore Airlines,London Airport,JAI,2026-09-03,04:30,15:14,1,7137.8,Economy,13.0,Monsoon,Thursday,Airbus A380,Mobile App,2,78756.57,644.4
FL157265,Air India,Bangkok,Mumbai,2025-05-21,05:35,9:57 AM,0,3018.8,Economy,90.0,Summer,Wednesday,Airbus A320,Mobile App,5,26763.28,262.0
FL157170,Lufthansa,DOH,PNQ,2025-03-19,8:50 PM,02:00,1,2609.3,Economy,13.0,Summer,Wednesday,Airbus A320,Third-Party,3,41566.91,311.0
FL172493,,Singapore,Ahmedabad,2025-12-06,4:00 PM,11:26 PM,1,5190.14254668214,Premium Economy,38.0,Winter,Saturday,Boeing 787 Dreamliner,,1,64381.18,447.0
FL121402,,Kolkata,Bangalore,2026-06-25,6:00 AM,8:35 AM,0,1631.0,Economy,16.0,Monsoon,Thursday,ATR 72,Website,5,5389.38,155.0
FL125263,Singapore Airlines,Jaipur,,2025-06-19,15:45,08:09,0,12405.2,Economy,3.0,Monsoon,Thursday,Airbus A320,Mobile App,3,200000.0,
FL117066,Emirates,Hyderabad,Doha,2025-11-11,10:10 PM,02:40,0,5190.14254668214,Economy,3.0,,Tuesday,Airbus A350,Website,1,60997.87,270.59999999999997
FL173170,SpiceJet,BOM,JAI,2026-03-28,09:35,11:18,0,958.0,First,39.0,Summer,Saturday,Airbus A321,Mobile App,3,23619.81,103.8
FL143660,British Airways,DXB,GOI,2025-09-06,10:10 AM,1:35 PM,0,2280.7,Economy,7.0,Monsoon,Saturday,Airbus A320,Mobile App,1,912273.17,205.2
FL191562,Emirates,Mumbai,Sydney Airport,2026-07-25,18:40,12:27 PM,2,10696.6,Economy,27.0,Monsoon,Saturday,Boeing 787 Dreamliner,Website,3,62049.94,1067.0
FL167952,AirAsia India,Delhi,Mumbai Airport,2026-06-24,12:15,3:37 PM,1,1208.3,,21.0,Monsoon,Wednesday,ATR 72,Mobile App,1,5470.39,202.0
FL114945,Lufthansa,Dubai,London,2025-05-21,10:30 AM,19:28,1,5190.14254668214,Economy,42.0,Summer,Wednesday,Boeing 787 Dreamliner,Mobile App,2,44190.6,539.0
FL107107,Emirates,SYD,Bangalore,2026-08-13,7:35 AM,22:28,0,10019.3,Economy,3.0,Monsoon,Thursday,Boeing 777,Website,3,154417.38,894.0
FL176021,Thai Airways,Delhi,Singapore,2025-08-19,03:25,9:18 AM,0,4201.6,Economy,2.0,Monsoon,Tuesday,Airbus A350,Third-Party,1,65860.77,353.0
FL147541,Indigo,MAA,Jaipur,2026-04-04,20:20,22:55,0,1629.9,Economy,3.0,Summer,Saturday,Airbus A320,Website,1,11226.0,155.39999999999998
FL125310,Thai Airways,Dubai,GOI,2026-10-24,08:40,13:07,1,2265.8,Economy,18.0,Autumn,Saturday,Boeing 787 Dreamliner,,3,28692.77,
FL194021,Air India,AMD,Delhi,2025-08-13,11:00,12:32,0,809.7,Economy,22.0,Monsoon,Wednesday,ATR 72,Website,2,4240.21,92.0
FL116711,Emirates,Bangkok,SIN,2026-12-27,21:05,23:26,0,1451.0,Premium Economy,18.0,Winter,Sunday,Airbus A320,Website,1,29127.95,142.0
FL182257,QATAR AIRWAYS,MAA,Doha,2025-08-22,03:05,09:52,1,3521.4,Economy,23.0,Monsoon,Friday,Airbus A320,Third-Party,1,45247.59,
FL135383,Singapore Airlines,Bangkok,LHR,2026-01-24,04:10,20:26,2,9654.0,Premium Economy,154.0,Winter,,Airbus A320,Website,1,83828.93,976.0
FL112286,Qatar Airways,BKK,SIN,2025-12-30,1:20 AM,3:46 AM,0,1509.7,Economy,9.0,,Tuesday,Airbus A350,Airport Counter,1,22605.81,146.0
FL153169,Singapore Airlines,DXB,Kolkata Airport,2025-06-25,7:55 AM,15:26,2,3402.1,Business,3.0,Monsoon,Wednesday,Airbus A380,Third-Party,1,170554.49,
FL108943,air india,Chennai Airport,Mumbai,2025-06-03,12:10,2:03 PM,0,1086.1,Economy,30.0,Monsoon,Tuesday,ATR 72,Third-Party,2,6542.07,114.0
FL138034,Emirates,Jaipur,DOH,2026-09-25,06:20,11:28,1,2586.1,Economy,3.0,Monsoon,Friday,Airbus A320,Website,2,48085.17,
FL120164,Air India,Sydney,Delhi,2026-04-09,17:10,07:08,0,10516.9,,19.0,Summer,Thursday,Boeing 777,Website,5,102059.28,839.0
FL121752,Etihad Airways,Sydney Airport,London,2026-10-04,5:15 PM,5:07 PM,1,17362.9,Economy,42.0,Autumn,Sunday,Airbus A320,Mobile App,3,147421.38,
FL179523,Vistara,Jaipur,Bangalore,2026-08-14,4:35 AM,7:07 AM,0,1596.0,Business,38.0,Monsoon,Friday,Airbus A321,Airport Counter,1,25000.0,153.0
FL104209,Emirates,Sydney,BOM,2025-12-06,02:10,16:29,0,10785.3,Economy,29.0,Winter,Saturday,Boeing 787 Dreamliner,Website,1,138723.48,860.0
FL129661,Thai Airways,LHR,,2025-02-19,00:10,12:31,1,8115.9,Economy,115.0,Winter,Wednesday,Boeing 787 Dreamliner,Mobile App,2,93128.0,741.0
FL164700,EMIRATES,Ahmedabad,Sydney,2026-10-19,04:20,7:42 PM,1,10826.4,Economy,21.0,Autumn,Monday,Boeing 787 Dreamliner,Travel Agent,3,77761.11,923.0
FL188588,Thai Airways,Sydney Airport,New York,2025-04-22,8:00 PM,20:35,2,16109.4,Economy,19.0,Summer,Tuesday,Boeing 777,Mobile App,2,180142.61,1475.0
FL126491,GoFirst,HYD,Kolkata,2026-11-20,02:55,,0,5190.14254668214,Economy,44.0,Autumn,Friday,ATR 72,Third-Party,two,6347.62,124.0
FL103034,BRITISH AIRWAYS,Sydney Airport,,2026-12-04,3:25 AM,18:46,1,10583.8,Premium Economy,0.0,Winter,Friday,Airbus A380,Website,2,200000.0,921.0
FL117261,emirates,PNQ,FRA,2026-06-12,6:05 PM,06:58,2,7061.1,Economy,8.0,,Friday,Boeing 777,,2,68595.3,773.0
FL149486,GoFirst,Hyderabad,Ahmedabad,2026-02-01,22:10,00:53,1,883.9,Premium Economy,8.0,Winter,Sunday,Boeing 737,Website,1,7390.97,164.0
FL142214,Vistara,GOI,Delhi,2025-09-11,12:20 AM,5:53 AM,0,1566.2,Economy,35.0,Monsoon,Thursday,ATR 72,Mobile App,2,5894.81,334.0
FL119145,lufthansa,Mumbai,London,2025-06-26,11:05 AM,23:04,0,7571.6,Economy,3.0,Monsoon,Thursday,Airbus A380,,1,156954.99,719.0
FL195204,SpiceJet,Pune,MAA,,10:40,12:21 PM,0,926.0,Economy,17.0,Monsoon,Monday,ATR 72,Travel Agent,1,3747.94,101.0
FL195075,Vistara,SIN,Bangkok Airport,2026-11-28,7:10 PM,10:56 PM,1,1513.6,,12.0,Autumn,,Boeing 787 Dreamliner,Website,1,15000.0,227.0
FL111731,British Airways,Bangalore,London Airport,2026-06-17,12:25,,1,8367.1,Premium Economy,0.0,Monsoon,Wednesday,Boeing 777,Travel Agent,2,179815.85,
FL101879,Singapore Airlines,Kolkata Airport,Bangkok,2025-01-19,06:10,08:47,0,1652.6,Economy,42.0,Winter,Sunday,Boeing 787 Dreamliner,Travel Agent,1,23312.05,157.0
FL189159,Indigo,Mumbai,BLR,2025-06-26,1:10 AM,02:49,0,908.0,Economy,2.0,Monsoon,Thursday,Airbus A320,Mobile App,2,6052.64,100.0
FL104613,Singapore Airlines,DEL,Doha,2026-04-14,15:20,7:13 PM,0,2645.3,Economy,0.0,Summer,Tuesday,Boeing 777,Website,1,67106.53,233.0
FL136182,Air India,Doha,Bangalore Airport,2026-09-18,08:40,14:56,0,3201.9,Economy,139.0,,Friday,Boeing 787 Dreamliner,Mobile App,2,26552.21,376.0
FL107034,British Airways,Kolkata Airport,DOH,2026-03-06,11:50 AM,17:30,0,4037.6,Economy,14.0,Summer,Friday,Airbus A350,Mobile App,5,65651.45,341.0
FL134176,Thai Airways,Ahmedabad,Doha,2026-06-02,2:00 AM,5:15 AM,0,2153.1,,11.0,Monsoon,Tuesday,Airbus A320,Website,1,23123.0,196.0
FL142679,Lufthansa,New York,Pune,2025-01-26,5:50 AM,12:41 AM,1,13003.0,Economy,19.0,Winter,,Airbus A320,Website,1,199117.28,1131.0
FL111143,Thai Airways,Bangkok,Kolkata,2025-01-31,7:55 AM,11:45 AM,1,1648.0,Economy,28.0,Winter,Friday,Boeing 777,Mobile App,6,21241.8,230.0
FL152907,Thai Airways,Dubai Airport,LHR,2026-12-13,01:15,08:52,0,5190.14254668214,,0.0,Winter,Sunday,Airbus A320,Website,2,200000.0,457.2
FL169100,GOFIRST,Delhi,,2025-03-02,09:20,11:22,0,1196.7,Premium Economy,132.0,Summer,Sunday,Airbus A321,Third-Party,5,10278.48,121.79999999999998
FL135969,Thai Airways,Doha,Ahmedabad,2025-09-08,03:20,06:41,0,2232.7,Economy,35.139630174406385,Monsoon,Monday,Airbus A350,Mobile App,2,26686.21,
FL146990,GoFirst,Jaipur Airport,Delhi,2025-10-03,04:25,05:14,0,250.6,Economy,2.0,Autumn,,ATR 72,Airport Counter,2,2000.0,49.199999999999996
FL149249,Etihad Airways,LHR,Sydney,,15:00,15:56,1,18181.7,Economy,39.0,Winter,Tuesday,Airbus A380,Travel Agent,1,166566.7,1497.0
FL188886,Qatar Airways,Bangkok,JAI,2025-02-19,1:35 PM,7:54 PM,1,3161.5,Economy,40.0,Winter,Wednesday,Boeing 777,Mobile App,2,19393.86,379.0
FL128484,Thai Airways,Doha,JAI,2026-02-07,8:10 AM,13:33,1,2550.3,Economy,0.0,Winter,Saturday,Boeing 787 Dreamliner,Travel Agent,3,64987.16,323.0
FL182442,Emirates,Goa,New York,2025-12-25,20:15,3:51 PM,1,13824.0,Economy,16.0,Winter,Thursday,Boeing 777,Mobile App,2,125592.71,1176.0
FL184625,Singapore Airlines,Doha,Mumbai,2025-07-12,18:45,22:19,0,2396.8,,12.0,Monsoon,Saturday,,Third-Party,1,26636.71,214.0
FL106542,Etihad Airways,Bangalore,DOH,2026-08-13,17:45,22:18,0,3164.6,Premium Economy,12.0,Monsoon,Thursday,Airbus A320,Airport Counter,1,60357.68,273.0
FL117601,Vistara,AMD,DEL,2025-05-27,8:25 AM,11:07,1,808.2,Economy,104.0,Summer,Tuesday,ATR 72,Travel Agent,5,4598.12,163.0
FL195883,Qatar Airways,Delhi Airport,London,2026-04-02,,20:21,2,6868.6,Business,1.0,Summer,Thursday,Boeing 777,Website,2,200000.0,
FL169452,Lufthansa,Dubai,Sydney,2025-08-13,21:20,3:30 PM,1,5190.14254668214,Premium Economy,135.0,,Wednesday,Airbus A320,Airport Counter,2,135539.7,1090.2
FL102806,AirAsia India,Kolkata Airport,Jaipur,2025-09-29,21:35,11:52 PM,0,1395.0,Economy,27.0,Monsoon,Monday,Airbus A320,Mobile App,,5852.9,137.0
FL164171,Vistara,Goa,Hyderabad,2025-05-27,,20:06,2,587.9,Economy,126.0,Summer,Tuesday,Airbus A320,Mobile App,1,2000.0,262.0
FL125990,Thai Airways,Bangalore,New York,2025-08-10,9:20 AM,05:51,0,14218.4,Economy,46.0,Monsoon,Sunday,Airbus A320,Mobile App,1,98664.37,1232.0
FL184224,Qatar Airways,DEL,Bangkok,2025-03-01,12:20,16:40,0,2991.3,,71.0,Summer,Saturday,Airbus A380,Airport Counter,2,49130.29,
FL159898,ETIHAD AIRWAYS,FRA,Jaipur,2025-08-08,20:10,6:42 AM,1,5190.14254668214,Economy,35.139630174406385,Monsoon,Friday,Airbus A320,Website,2,60087.25,
FL160302,Etihad Airways,,New York Airport,2025-03-05,4:25 PM,09:44,1,11794.7,Economy,10.0,Summer,Wednesday,Airbus A350,Website,1,170069.99,1040.0
FL138922,Emirates,Chennai,Singapore Airport,2025-09-05,4:55 PM,22:33,1,2904.7,Economy,29.0,Monsoon,Friday,Airbus A380,Mobile App,1,22423.74,
FL188765,Qatar Airways,Bangkok,DXB,,2:40 AM,9:35 AM,0,5014.5,Economy,13.0,Autumn,Sunday,Airbus A320,Third-Party,2,75629.86,416.0
FL106047,Lufthansa,London,Kolkata,2025-07-27,15:15,3:32 AM,1,8359.3,Economy,2.0,Monsoon,Sunday,Airbus A350,Website,1,190660.2,737.0
FL138955,Air India,Mumbai,Chennai,2026-03-01,7:25 PM,21:15,0,1051.3,Premium Economy,14.0,,Sunday,ATR 72,Website,2,11607.68,
FL104641,Emirates,Dubai,LHR,2025-02-28,5:20 AM,14:46,1,5723.2,Economy,5.0,Winter,Friday,Airbus A320,Website,2,80345.51,566.0
FL144862,Thai Airways,Chennai,Singapore,2026-10-23,05:15,09:29,0,2919.9,Business,0.0,Autumn,Friday,Airbus A320,Third-Party,2,143898.2,255.0
FL103393,Lufthansa,Ahmedabad Airport,JFK,2025-02-20,2:00 AM,,1,12904.7,Economy,18.0,Winter,Thursday,Airbus A320,Website,5,146687.52,1088.0
FL172679,Air India,Pune,,2025-09-14,12:45,3:12 PM,1,349.8,Economy,35.139630174406385,Monsoon,Sunday,ATR 72,Mobile App,4,2000.0,148.0
FL109870,Etihad Airways,Hyderabad,Singapore Airport,2025-05-23,9:20 PM,3:33 AM,1,3466.3,Premium Economy,19.0,Summer,Friday,Boeing 777,Website,2,61682.2,
FL148204,Lufthansa,CCU,Dubai,2026-03-19,9:45 PM,3:57 AM,0,3479.9,Economy,39.0,Summer,Thursday,Airbus A350,Mobile App,1,33972.9,373.0
FL144967,GoFirst,Delhi,Chennai Airport,2026-03-22,9:35 AM,12:28 PM,0,1864.0,First,5.0,Summer,Sunday,Boeing 737,Third-Party,3,25000.0,173.0
FL182071,AIR INDIA,Goa,Dubai,2026-01-15,2:40 PM,18:00,0,2220.5,Premium Economy,37.0,Winter,Thursday,,Third-Party,6,27528.67,201.0
FL164887,Qatar Airways,London,Doha Airport,2025-08-10,7:45 AM,3:18 PM,0,5502.2,Economy,27.0,Monsoon,Sunday,,Website,two,88771.42,453.0
FL159661,Qatar Airways,AMD,DXB,2025-09-28,19:50,10:42 PM,0,1849.7,Economy,35.139630174406385,Monsoon,Sunday,Airbus A320,Mobile App,3,31267.76,172.0
FL119166,GoFirst,Pune Airport,Hyderabad,2026-12-04,8:35 AM,09:46,0,537.1,Economy,15.0,Winter,Friday,Boeing 737,Airport Counter,3,3806.24,71.0
FL149757,GoFirst,Bangalore,Pune,2026-08-31,07:50,10:38 AM,1,775.0,Economy,173.0,Monsoon,Monday,ATR 72,Website,1,2703.04,168.0
FL157264,air india,HYD,BOM,2026-04-10,22:15,11:33 PM,0,629.2,Economy,141.0,Summer,Friday,Airbus A321,,2,5089.91,78.0
FL130990,AirAsia India,Mumbai,Ahmedabad,2025-11-29,12:45 AM,01:51,0,472.7,Business,35.139630174406385,Autumn,Saturday,ATR 72,Travel Agent,1,7785.63,66.0
FL110160,lufthansa,Sydney,LHR,2026-02-22,18:25,17:46,0,17834.9,Business,28.0,Winter,Sunday,,Airport Counter,one,200000.0,1402.0
FL174962,Etihad Airways,New York,Chennai,2026-12-08,,3:02 AM,1,13777.8,Economy,179.0,Winter,Tuesday,Boeing 787 Dreamliner,Website,2,133893.53,1157.0
FL171996,Singapore Airlines,JFK,Jaipur Airport,2026-05-06,11:20,05:53,2,11927.8,Economy,109.0,Summer,,Airbus A320,Mobile App,1,80162.64,1113.0
FL110978,Singapore Airlines,Kolkata,Dubai,2026-09-28,10:40 PM,3:39 AM,0,3506.4,Economy,44.0,Monsoon,Monday,Airbus A350,Mobile App,two,22080.83,
FL120372,EMIRATES,Hyderabad,London,2025-05-03,15:50,05:16,2,7850.3,Business,13.0,Summer,Saturday,Boeing 777,Mobile App,2,200000.0,807.0
FL178140,Vistara,Hyderabad,BOM,2025-01-05,04:40,07:24,1,658.0,Economy,29.0,Winter,Sunday,Boeing 737,Website,1,4455.26,164.0
FL114223,British Airways,Kolkata,London,2025-02-17,12:00,12:22 AM,1,8426.0,Economy,11.0,Winter,Monday,,Website,3,86000.25,743.0
FL102251,Lufthansa,Pune,Sydney,2025-11-25,14:30,6:36 AM,2,10229.0,Economy,35.139630174406385,Autumn,Tuesday,,Website,4,140037.8,967.0
FL195347,Vistara,Chennai,Sydney Airport,2025-10-05,03:50,16:03,0,9146.6,Economy,26.0,Autumn,Sunday,Airbus A380,Mobile App,4,65080.45,734.0
FL159743,Air India,Doha Airport,Chennai,2025-09-06,15:15,21:08,0,3305.2,Economy,174.0,Monsoon,Saturday,Boeing 777,Mobile App,5,29965.81,354.0
FL185634,British Airways,CCU,Dubai,2025-04-16,22:00,5:04 AM,2,3493.8,Economy,11.0,Summer,Wednesday,Airbus A380,Travel Agent,1,40077.97,
FL148644,Singapore Airlines,Singapore,Frankfurt,2026-04-11,1:25 PM,05:56,2,10704.5,Premium Economy,35.139630174406385,Summer,Saturday,Airbus A350,Third-Party,2,159365.9,991.1999999999999
FL116693,,Doha Airport,Delhi,2025-01-06,01:50,5:42 AM,0,2632.2,Economy,21.0,Winter,Monday,,Website,1,21489.8,232.0
FL160693,air india,Bangkok,Doha,2025-08-06,11:10 AM,18:25,0,5275.0,Economy,12.0,Monsoon,Wednesday,Airbus A380,Mobile App,6,45714.35,435.59999999999997
FL131919,AirAsia India,Ahmedabad,Bangalore,2025-11-12,11:00,1:10 PM,0,1310.6,Business,5.0,Autumn,Wednesday,Airbus A320,Third-Party,2,19000.38,
FL144037,British Airways,Jaipur,SYD,2026-03-19,,21:55,1,11094.5,Economy,1.0,Summer,Thursday,Airbus A350,Airport Counter,2,200000.0,986.0
FL124357,Qatar Airways,Frankfurt,Pune,2026-05-25,07:20,17:42,1,6799.1,Economy,2.0,Summer,Monday,Boeing 787 Dreamliner,Third-Party,1,98879.34,622.8000000000001
FL103006,Indigo,JAI,,2025-11-14,6:30 AM,07:18,0,240.6,Economy,98.0,Autumn,Friday,Airbus A320,Website,,2000.0,49.0
FL144798,SpiceJet,Pune,Kolkata,2026-09-28,23:40,02:15,0,1626.8,Premium Economy,24.0,Monsoon,Monday,Boeing 737,Website,6,13991.67,155.0
FL157493,Indigo,Chennai,Bangalore,2026-06-26,13:40,,1,312.2,Economy,21.0,Monsoon,Friday,Boeing 737,Website,2,2000.0,
FL142825,Thai Airways,Kolkata,Bangkok Airport,2026-06-27,3:05 PM,5:41 PM,0,1644.5,Premium Economy,5.0,Monsoon,Saturday,Boeing 787 Dreamliner,Travel Agent,1,42814.45,157.0
FL146612,Qatar Airways,,Sydney Airport,2025-11-21,15:10,06:12,1,10486.6,Premium Economy,20.0,Autumn,Friday,Airbus A380,Website,2,184015.63,902.0
FL159924,Singapore Airlines,Ahmedabad,,2026-08-17,4:15 PM,21:02,1,2192.3,Business,86.0,Monsoon,Monday,Boeing 787 Dreamliner,Mobile App,4,53592.67,287.0
FL133140,Air India,Chennai,Jaipur,2025-09-12,6:05 AM,8:46 AM,0,1708.3,Economy,41.0,Monsoon,Friday,ATR 72,Website,3,9626.16,161.0
FL173011,Etihad Airways,Jaipur,JFK,2026-07-14,04:00,21:17,0,12087.4,Premium Economy,128.0,Monsoon,Tuesday,Airbus A380,Website,2,131896.4,1038.0
FL151395,Indigo,Kolkata,Ahmedabad,2026-11-17,04:05,06:48,0,1729.6,Premium Economy,21.0,Autumn,Tuesday,ATR 72,Mobile App,1,8202.14,163.0
FL100911,,Mumbai,London Airport,2026-11-28,00:00,11:02 AM,1,7322.5,Economy,17.0,Autumn,Saturday,,Website,2,82156.66,663.0
FL124323,British Airways,,DOH,2026-02-09,5:20 AM,12:27 PM,2,2516.9,Economy,2.0,Winter,Monday,Boeing 787 Dreamliner,,1,40288.07,428.0
FL113782,Emirates,JFK,Ahmedabad,2025-05-04,4:15 AM,23:36,2,12357.1,Premium Economy,21.0,Summer,Sunday,,Third-Party,1,191883.05,1161.0
FL111751,GoFirst,Hyderabad,BOM,2025-08-27,7:40 AM,10:46 AM,1,641.6,Business,12.0,Monsoon,Wednesday,ATR 72,Website,1,8948.5,186.0
FL107062,Qatar Airways,Jaipur,SIN,2026-03-27,4:25 PM,10:17 PM,0,4189.2,Economy,10.0,Summer,Friday,Airbus A380,Third-Party,1,90109.2,352.0
FL187330,Indigo,Pune Airport,Hyderabad Airport,2025-05-07,02:00,03:11,0,543.2,Premium Economy,132.0,Summer,Wednesday,Airbus A320,Website,2,3282.39,72.0
FL156545,Qatar Airways,London,SYD,2025-06-03,5:40 PM,18:14,1,18002.6,Premium Economy,4.0,Monsoon,Tuesday,Boeing 787 Dreamliner,Website,,200000.0,1475.0
FL160781,SpiceJet,Pune,Bangalore,2025-01-14,08:30,11:09,1,743.3,Premium Economy,33.0,,Tuesday,Airbus A321,Website,3,3901.31,160.0
FL189415,Qatar Airways,GOI,LHR,2026-07-31,21:00,09:01,1,7742.7,Premium Economy,10.0,Monsoon,Friday,Boeing 787 Dreamliner,Travel Agent,4,150129.33,721.0
FL143740,air india,Kolkata,Bangalore,2026-04-03,7:30 AM,11:17 AM,0,1647.2,,3.0,Summer,Friday,Boeing 737,Mobile App,,15953.77,228.0
FL159151,,Bangalore,Ahmedabad,2025-12-18,01:55,05:46,1,1302.9,Economy,38.0,Winter,,Airbus A321,Mobile App,1,8100.2,231.0
FL188267,GoFirst,Bangalore,Hyderabad Airport,2025-09-23,12:30,13:40,0,523.5,Premium Economy,3.0,Monsoon,Tuesday,Boeing 737,Mobile App,2,4864.09,
FL152281,Vistara,Mumbai,,2026-10-16,16:35,8:48 PM,1,1772.8,Economy,112.0,Autumn,Friday,Airbus A321,Mobile App,1,7757.8,
FL152602,Lufthansa,Frankfurt,PNQ,2026-08-13,11:40 AM,10:04 PM,1,6794.4,Economy,32.0,Monsoon,Thursday,Airbus A320,Mobile App,2,63084.52,625.0
FL169529,Qatar Airways,Bangkok Airport,,2025-07-08,01:40,6:04 AM,0,3042.1,Economy,6.0,Monsoon,Tuesday,Airbus A350,Mobile App,one,49520.73,264.0
FL109294,SINGAPORE AIRLINES,Bangalore,Doha Airport,2026-07-20,07:45,13:45,1,3075.0,Economy,1.0,Monsoon,Monday,Airbus A320,Third-Party,4,60610.86,360.0
FL113957,,SYD,JAI,2025-03-22,17:10,09:12,1,11082.7,Economy,35.139630174406385,Summer,Saturday,Boeing 787 Dreamliner,Mobile App,,166423.42,
FL193134,Thai Airways,Ahmedabad Airport,London Airport,2025-03-23,,10:44 PM,2,6863.3,Economy,13.0,Summer,Sunday,Airbus A380,Travel Agent,1,71966.43,725.0
FL129545,Qatar Airways,New York,Mumbai,2025-08-28,00:45,19:36,1,13032.6,Economy,44.0,Monsoon,Thursday,Airbus A320,Third-Party,1,93263.18,1131.0
FL122658,singapore airlines,New York,Ahmedabad,2025-08-28,7:15 AM,01:25,1,12746.7,Premium Economy,43.0,Monsoon,Thursday,Airbus A350,Website,2,149393.43,1090.0
FL161850,British Airways,JFK,London,2025-01-07,04:25,12:24,0,5847.3,Economy,29.0,Winter,Tuesday,Airbus A320,Travel Agent,2,81797.94,480.0
FL187013,Thai Airways,New York,Jaipur,2026-01-04,03:40,8:08 PM,0,12464.5,Economy,18.0,Winter,Sunday,Boeing 777,Travel Agent,1,148747.81,989.0
FL141498,EMIRATES,Bangkok,Ahmedabad Airport,2026-06-14,10:00,16:04,1,3267.8,Economy,166.0,Monsoon,Sunday,Boeing 777,,1,30825.2,365.0
FL103313,Thai Airways,Singapore,Delhi,2026-07-08,,9:40 PM,0,4161.9,Economy,63.0,Monsoon,Wednesday,Airbus A320,Travel Agent,2,37823.86,
FL177234,GoFirst,Goa,AMD,2025-06-08,6:40 AM,10:04,1,905.9,Premium Economy,34.0,Monsoon,Sunday,ATR 72,Mobile App,5,4042.1,
FL163385,British Airways,Doha,Pune Airport,2026-09-04,1:40 AM,08:41,0,2435.0,First,27.0,Monsoon,Friday,,Mobile App,2,81891.45,421.0
FL161782,Etihad Airways,Bangkok Airport,Singapore,2026-02-06,00:10,4:17 AM,1,1516.5,Economy,8.0,Winter,,Airbus A350,Airport Counter,1,19971.56,247.0
FL124277,British Airways,DXB,Ahmedabad,2026-04-24,22:10,2:13 AM,1,1895.6,Economy,35.139630174406385,Summer,Friday,Boeing 787 Dreamliner,Website,5,15672.71,
FL171692,Emirates,Frankfurt,Jaipur,2026-12-22,1:10 AM,09:49,0,6363.6,Economy,5.0,Winter,Tuesday,Airbus A320,Travel Agent,1,138602.77,520.0
FL167560,Lufthansa,Bangalore,Doha Airport,2026-04-06,7:20 PM,23:53,0,3166.6,Economy,30.0,Summer,Monday,Boeing 787 Dreamliner,Third-Party,1,36527.05,274.0
FL153189,Etihad Airways,Jaipur,Dubai,2026-05-24,1:55 AM,06:20,0,2099.7,Business,30.0,Summer,Sunday,Airbus A380,Travel Agent,5,68074.53,265.0
FL132396,,Mumbai Airport,JAI,2025-12-11,1:15 AM,04:40,1,932.0,Economy,2.0,Winter,Thursday,Boeing 737,Third-Party,1,8207.0,205.0
